id,question,answerText,top1,top2,top3,top4,top5
f2ac1d41,Which Grammy Award was I Kissed a Girl nominated for but did not win?,Best Female Pop Vocal Performance,Best Female Pop Vocal Performance,Song of the Year,Record of the Year,Best Pop Solo Performance,Best Pop Collaboration with Vocals
a63c2fe8,"Which Grammy Award was Hey, Ma nominated for but did not win?",Record Of The Year,Best Alternative Music Album,Record of the Year,Song of the Year,Best Rock Performance,Best Music Video
1d621f95,Which Grammy Award was 7 Rings nominated for but did not win?,Record Of The Year,Record of the Year,Song of the Year,Best Pop Solo Performance,Best Music Video,Album of the Year
4e532a68,Which Grammy Award was Norman Fucking Rockwell! nominated for but did not win?,Album Of The Year,Album of the Year,Song of the Year,Best Pop Vocal Album,"Best Engineered Album, Non-Classical",Best Alternative Music Album
49acff7c,Which Grammy Award was Always Remember us This Way nominated for but did not win?,Song Of The Year,Best Song Written for Visual Media,Record of the Year,Song of the Year,Best Pop Solo Performance,Best Country Duo/Group Performance
9171cda6,Which member of Wu-Tang is not from NY?,4th disciple,Method Man,Ol' Dirty Bastard,Raekwon,GZA,Inspectah Deck
4ada90f9,Which Alchemist record did not win an award?,360 waves,The Alchemist,The Alchemist's Apprentice,The Alchemist's Secret,The Alchemist's Curse,The Alchemist's Legacy
889f2baa,Which solo Wu-Tang album was not produced by RZA?,The Pillage,"""Tical"" by Method Man","""Ironman"" by Ghostface Killah","""Bobby Digital in Stereo"" by RZA","""No Said Date"" by Masta Killa","""The Pillage"" by Cappadonna"
2962b977,Which Metallica album does not have Lars Ulrich in it?,Kill em All,St. Anger,...And Justice for All,Kill 'Em All,Ride the Lightning,Master of Puppets
efa56ecf,What was the first Wu-Tang Clan album that Ol' Dirty Bastard did not appear in?,Iron Flag,Wu-Tang Forever,The W,Iron Flag,8 Diagrams,A Better Tomorrow
c77965f0,What was the name of the first R.E.M. album that drummer Bill Berry did not appear in?,Up,Out of Time,Automatic for the People,Monster,New Adventures in Hi-Fi,Up
592f0660,What was the name of the first Van Halen album not to feature lead singer David Lee Roth?,5150,Sammy Hagar,5150,OU812,For Unlawful Carnal Knowledge,Balance
7172ecbb,"What was the name of the first 10,000 Maniacs album not to feature lead singer Natalie Merchant?",Love Among the Ruins,Love Among the Ruins,The Earth Pressed Flat,Music from the Motion Picture,"Campfire Songs: The Popular, Obscure and Unknown Recordings",Twice Told Tales
65aa8e21,What was the name of the first Smashing Pumpkins album not to feature drummer Jimmy Chamberlin?,Adore,Adore,Machina/The Machines of God,Zeitgeist,Oceania,Monuments to an Elegy
9447f434,Who is the only member of Steppenwolf not born in Canada?,John Kay,John Kay,Michael Monarch,Goldy McJohn,Jerry Edmonton,Nick St. Nicholas
6d9e6317,Who was not British in Katrina and the Waves?,Katrina Leskanich,Katrina,Kimberley Rew,Vince de la Cruz,Alex Cooper,Nicky Bailey
24c8781c,Who was the only male member of Boney M.?,Bobby Farrell,Bobby Farrell,Maizie Williams,Liz Mitchell,Marcia Barrett,Reggie Tsiboe
4c555b9c,Which member of The Easybeats was born outside of Australia?,Stevie Wright,Stevie Wright,Harry Vanda,George Young,Dick Diamonde,Snowy Fleet
b739b77d,Which of the current U2 members were born outside of Ireland?,Adam Clayton and David Howell Evans,Adam Clayton,Larry Mullen Jr.,The Edge,,
d1a07d2e,Which albums by Iron Maiden do not feature Bruce Dickinson or Blaze Beyley?,"Iron Maiden, Killers",The X Factor,Virtual XI,No Prayer for the Dying,Fear of the Dark,Iron Maiden
b17099db,Which Black Sabbath album with Ozzy Osbourne was not released in the 70s?,13,Never Say Die!,Technical Ecstasy,Forbidden,13,The End
0a94d250,"Which Deep Purple album released prior to 1970 did not have the word ""purple"" in it?",The Book of Taliesyn,Shades of Deep Purple,The Book of Taliesyn,Deep Purple,Concerto for Group and Orchestra,Deep Purple in Rock
d4562b32,Which Led Zeppelin album was not released prior to 1980?,Coda,In Through the Out Door,Coda,Presence,The Song Remains the Same,Physical Graffiti
f207969f,Which Taylor Swift albums did not sell over one million copies in their first week of release?,"""Taylor Swift"" and ""Fearless""","""Taylor Swift""","""Fearless""","""Speak Now""","""Red""","""Lover"""
61c45307,Which Linda Ronstadt albums are not in English?,"""Canciones de Mi Padre"", ""Mas Canciones"", and ""Frenesí""",Canciones de Mi Padre,Frenesí,Mas Canciones,A Merry Little Christmas,De Mi Alma Latina
60ffff22,Which member of Fifth Harmony did not continue with the group after 2016?,Camila Cabello,Camila Cabello,Normani Kordei,Ally Brooke,Dinah Jane Hansen,Lauren Jauregui
0ba7ad76,Which member of One Direction didn't stay with the group past 2015?,Zayn Malik,Zayn Malik,Harry Styles,Niall Horan,Liam Payne,Louis Tomlinson
e6964c83,Which musician played with The Beatles almost every night at the Top Ten Club but was not an official member?,Tony Sheridan,Tony Sheridan,Rory Storm,Klaus Voormann,Pete Best,Stuart Sutcliffe
da3a2295,Who did not last more than 5 months in the Destiny's Child lineup?,Farrah Franklin,LaTavia Roberson,LeToya Luckett,Farrah Franklin,Tamar Davis,Nikki Taylor
fb15deb3,Which Blackpink members were not from South Korea?,"Rosé, Lisa",Lisa,Rose,Jennie,Jisoo,
9c63932e,Which EXO members were not born in South Korea?,"Lay, Luhan, Kris, Tao",Lay,Kris,Luhan,Tao,Xiumin
ab5b1a22,Which G-Idle members were not born in South Korea?,"Shuhua, Minnie, Yuqi",Yuqi,Shuhua,,,
f3da5e99,Which TWICE members were not born in South Korea?,"Sana, Mina, Momo, Tzuyu",Mina,Sana,Momo,Tzuyu,Momo
c7c9612a,Which member of Breaking Benjamin has not left the band?,Benjamin Burnley,Benjamin Burnley,Aaron Bruch,Shaun Foist,Keith Wallen,Jasen Rauch
5fdc1ccb,Which band released their album in 2021 while not being together since 2020?,Black Dresses,The Beatles,One Direction,ABBA,Oasis,Pink Floyd
48171077,Which album did Ringo Starr not sing on?,Let it be,Sgt. Pepper's Lonely Hearts Club Band,Abbey Road,Let It Be,The White Album,Rubber Soul
05424598,Which album was not released by Janis Joplin when she was alive?,Pearl,Pearl,Greatest Hits,I Got Dem Ol' Kozmic Blues Again Mama!,Cheap Thrills,Full Tilt Boogie
5e8fb4c1,Which T.Rex album did not achieve success?,Tanx,"""The Slider""","""Futuristic Dragon""","""Zinc Alloy and the Hidden Riders of Tomorrow""","""Bolan's Zip Gun""","""Dandy in the Underworld"""
6e5bed60,Which song was nominated for MTV VMA Best Rock Song and did not win in 2021?,"Foo Fighters: ""Shame Shame""","""Shame Shame"" by Foo Fighters","""My Own Soul's Warning"" by The Killers","""Ohms"" by Deftones","""Black Paintings"" by Kings of Leon","""Distance"" by Mammoth WVH"
67d438db,Which song was nominated for MTV VMA Best Pop Song and did not win in 2021?,"Olivia Rodrigo: ""Good 4 U""","""Peaches"" by Justin Bieber ft. Daniel Caesar & Giveon","""Levitating"" by Dua Lipa ft. DaBaby","""Save Your Tears"" by The Weeknd","""Kiss Me More"" by Doja Cat ft. SZA","""Butter"" by BTS"
1106a350,Which song was nominated for MTV VMA Best Video of the Year and did not win in 2021?,"Ed Sheeran: ""Bad Habits""","""WAP"" by Cardi B ft. Megan Thee Stallion","""Blinding Lights"" by The Weeknd","""Dynamite"" by BTS","""Levitating"" by Dua Lipa ft. DaBaby","""Save Your Tears"" by The Weeknd"
2f7ea70b,Which Doja Cat record was nominated for a Record of the Year Grammy but did not win?,Say So,"""Say So""","""Kiss Me More""","""Streets""","""Juicy""","""Best Friend"""
4114579c,Which Post Malone album was nominated for Album of the Year but did not win?,Hollywood's Bleeding,Hollywood's Bleeding,Beer Bongs & Bentleys,Stoney,August 26th,Post Malone
d22b9211,Which Grammy Award was Kyoto nominated for but did not win?,Best Rock Song,Best Alternative Music Album,Best New Artist,Best Rock Song,Album of the Year,Record of the Year
8c039465,Which Grammy Award was Lost in Yesterday nominated for but did not win?,Best Rock Song,Best Rock Song,Best Rock Performance,Best Music Video,Record of the Year,Album of the Year
47494450,Which Grammy Award was A Hero's Death nominated for but did not win?,Best Rock Album,Best Rock Album,Best Alternative Music Album,"Best Engineered Album, Non-Classical",Best Recording Package,Best Boxed or Special Limited Edition Package
b8cb557d,Which main Bone Thugs n Harmony member does not appear on every album?,Bizzy Bone,Bizzy Bone,Flesh-n-Bone,Krayzie Bone,Layzie Bone,Wish Bone
d58b370c,Which of the 3 creators of trap music is not from Atlanta?,Young Jeezy,Gucci Mane,T.I.,Young Jeezy,Chief Keef,Future
f4ae99fe,Which famous and now deceased reggae star did not ever win a Grammy Award?,Bob Marley,Bob Marley,Peter Tosh,Dennis Brown,Gregory Isaacs,Bunny Wailer
bc4fdfa9,"Which country music star and original judge on ""The Voice"" has accumulated 8 nominations over his career but has not won a Grammy?",Blake Shelton,Blake Shelton,Keith Urban,Luke Bryan,Jason Aldean,Kenny Chesney
e371ad78,Which rock and guitar legend who is now deceased did not ever win a Grammy Award?,Jimi Hendrix,Jimi Hendrix,Stevie Ray Vaughan,Kurt Cobain,Eddie Van Halen,Chuck Berry
cd2018f5,"Which ""Here and Now"" country music star has accumulated 6 nominations over his career but has not won a Grammy?",Kenny Chesney,Blake Shelton,Luke Bryan,Kenny Chesney,Jason Aldean,Keith Urban
344ad093,Which 2020 Grammy Award was Black Pumas nominated for but did not win?,Best New Artist,Best New Artist,Record of the Year,Album of the Year,Best American Roots Performance,Best R&B Performance
7ff45763,Which 2019 Grammy Award was Luke Combs nominated for but did not win?,Best New Artist,Best New Artist,Best Country Solo Performance,Best Country Song,Best Country Album,Song of the Year
53b09f43,Which 2019 Grammy Award was Judith Sherman nominated for but did not win?,"Producer Of The Year, Classical","Best Engineered Album, Classical","Producer of the Year, Classical",Best Surround Sound Album,Best Chamber Music/Small Ensemble Performance,Best Contemporary Classical Composition
f00ac971,Which 2018 Grammy Award was Calvin Harris nominated for but did not win?,"Producer Of The Year, Non-Classical",Best Dance Recording,Best Dance/Electronic Album,"Producer of the Year, Non-Classical",Album of the Year,Record of the Year
be1e387b,Which member of Blackpink was not allowed to join Paris Fashion Week in 2021?,Lisa,Jennie,Jisoo,Rosé,Lisa,
a1c4ad36,"Which 2021 Grammy Award was Dave Cobb nominated for, but did not win?","Producer Of The Year, Non-Classical","Producer of the Year, Non-Classical","Best Engineered Album, Non-Classical",Album of the Year,Record of the Year,Best Country Album
09221937,Which Beyoncé song was nominated for Record of the Year but did not win in 2021?,Black Parade,"""Black Parade""","""Savage Remix"" (with Megan Thee Stallion)","""Brown Skin Girl"" (with Wizkid, SAINt JHN, and Blue Ivy Carter)","""Savage""","""Already"" (with Shatta Wale and Major Lazer)"
0527db36,What was the name of the Coldplay album that was nominated for Album of the Year but did not win in 2021?,Everyday Life,Everyday Life,Music of the Spheres,A Head Full of Dreams,Ghost Stories,Mylo Xyloto
dfb9eccd,What was the name of the Post Malone song nominated for Song of the Year but did not win?,Circles,"""Circles""","""Sunflower""","""Rockstar""","""Goodbyes""","""Wow"""
c9e59b83,What was the name of the Guns N' Roses guitarist who did not stay with the group after 1996?,Slash,Slash,Buckethead,Bumblefoot,DJ Ashba,"Ron ""Bumblefoot"" Thal"
c35136f5,Which award was Powerwolf nominated for in 2010 but did not win?,Metal Hammer,Metal Hammer Award,Echo Award,German Music Authors' Prize,MTV Europe Music Award,Kerrang! Award
b9951f35,Which instrument from Powerwolf is not played by the original lineup member?,Drums,Guitar,Bass,Drums,Keyboard,Vocals
91e1c4df,Who was nominated for Album of the Year for CHILOMBO but did not win?,Jhené Aiko,Jhené Aiko,Post Malone,Taylor Swift,Dua Lipa,Coldplay
1503ac6c,Who was nominated for Best Pop Solo Performance for YUMMY but did not win?,Justin Bieber,Justin Bieber,Beyoncé,Billie Eilish,Taylor Swift,Dua Lipa
378f4a48,Who was nominated for Best Pop Duo/Group Performance for DYNAMITE but did not win?,BTS,Justin Bieber and Benny Blanco,Taylor Swift and Bon Iver,Lady Gaga and Ariana Grande,"J Balvin, Dua Lipa, Bad Bunny, Tainy",BTS
15642d27,"Which 2021 Grammy Award was the band, Coldplay, nominated for, but did not win?",Album of the Year,Album of the Year,Record of the Year,Song of the Year,Best Pop Duo/Group Performance,Best Music Video
640f4e29,"Name two 2021 Album of the Year nominees, also nominated for Song of the Year, who did not win the Song of the Year Grammy?",Cardi B; Dua Lipa or Post Malone,Taylor Swift,Billie Eilish,Doja Cat,H.E.R.,Olivia Rodrigo
db593496,"What is the name of Billy Ray Cyrus's daughter, who was nominated for, but did not win, the 2021 Best New Artist Grammy?",Noah Cyrus,Miley Cyrus,Noah Cyrus,Tish Cyrus,Brandi Cyrus,Trace Cyrus
67c97eac,"Of the (3) 2021 CMA categories, Single of the Year, Song of the Year, and Female Artist of the Year, which (1) did Maren Morris fail to win?",Single of the Year,Single of the Year,Song of the Year,Female Artist of the Year,,
55007283,Which original member(s) of Queen are not alive anymore?,Freddie Mercury,Freddie Mercury,John Deacon,,,
40adee62,"After a series of number 1 hits in 1956, which Elvis Presley song failed to reach the top spot in the US chart?",Blue Suede Shoes,"""Love Me Tender""","""Hound Dog""","""Don't Be Cruel""","""All Shook Up""","""Jailhouse Rock"""
abaebd9f,Which Taylor Swift album was the only one that failed to reach number 1 in the US charts?,Taylor Swift,"""Fearless""","""Speak Now""","""Red""","""Lover""","""Evermore"""
3aa69d8b,What Aerosmith album did Joe Perry not play on?,Rock in a Hard Place,Rock in a Hard Place,Done with Mirrors,Just Push Play,Music from Another Dimension!,Honkin' on Bobo
c51207ef,Which Eminem album never went platinum?,Eminem: Revival,"""Infinite""","""Revival""","""Relapse: Refill""","""Music to Be Murdered By: Side B (Deluxe Edition)""","""The Slim Shady LP"""
a98c4f5a,Who was not an original Spice Girl?,"Emma Lee Bunton, (Baby Spice)",Victoria Beckham,Emma Bunton,Geri Halliwell,Mel B,Cheryl Cole
c3d9eb7a,What was the name of the first Metallica album that didn't feature bassist Cliff Burton?,...And Justice For All,...And Justice for All,Master of Puppets,Ride the Lightning,Kill 'Em All,Hardwired... to Self-Destruct
1ee4aa1e,Which member of ZZ Top is no longer alive?,Dusty Hill,Dusty Hill,Billy Gibbons,Frank Beard,Joe Michael Hill,Lanier Greig
7bd37f92,"KYOTO Phoebe Bridgers was nominated in 2021 for what, but did not win?",Best Rock Performance,Grammy Award,Best New Artist,Album of the Year,Song of the Year,Record of the Year
a345153f,"Which album was released on January 3, 2020 and wasn't by David Bisbal?",Dead and Gone,Mac Miller - Circles,Selena Gomez - Rare,Halsey - Manic,Louis Tomlinson - Walls,Kesha - High Road
f9f7f52d,"Which album was released on January 3, 2020 and wasn't by Stabbing Westward?",En Tus Planes,Mac Miller - Circles,Selena Gomez - Rare,Pinegrove - Marigold,Bombay Bicycle Club - Everything Else Has Gone Wrong,Halsey - Manic
bfd0a887,"Which Grammy Award was ""I Like It"" by Cardi B nominated for but did not win?",Record of the Year,Record of the Year,Song of the Year,Best Rap Performance,Best Rap Song,Best Pop Duo/Group Performance
acd83e79,"Which Grammy Award was ""The Joke"" by Brandi Carlile nominated for but did not win?",Record of the year,Song of the Year,Record of the Year,Album of the Year,Best American Roots Performance,Best American Roots Song
31350228,Which Grammy Award was Invasion of Privacy by Cardi B nominated for but did not win?,Album of the Year,Album of the Year,Record of the Year,Best Rap Album,Best Rap Performance,Best Rap Song
7ac944f8,Which Grammy Award was Beerbongs & Bentleys by Post Malone nominated for but did not win?,Album of the Year,Album of the Year,Record of the Year,Song of the Year,Best Pop Vocal Album,Best Rap/Sung Performance
62d3b662,Who has been nominated for 17 Grammys but not won any?,Snoop Dogg,Snoop Dogg,Katy Perry,Nas,Brian McKnight,Björk
b2684ae2,Which members of 98 Degrees were not born in Ohio?,Nick Lachey and Justin Jeffre,Nick Lachey,Jeff Timmons,Justin Jeffre,,
41fc7982,Which members of NSYNC were not born in New York?,"Chris Kirkpatrick, Justin Timberlake, JC Chasez, and Lance Bass.",Justin Timberlake,JC Chasez,Chris Kirkpatrick,Joey Fatone,Lance Bass
ee204959,Which members of The Backstreet Boys were not born in Florida or Kentucky?,Nick Carter,Nick Carter,Howie Dorough,A.J. McLean,Kevin Richardson,Brian Littrell
9349f49f,Which member of One Direction was not born in England?,Niall Horan,Niall Horan,Harry Styles,Liam Payne,Louis Tomlinson,Zayn Malik
5f02804a,Which Red Hot Chili Peppers' album did guitarist John Frusciante not appear on?,One Hot Minute,One Hot Minute,The Getaway,I'm with You,Stadium Arcadium,Californication
ca8edc07,Which Grammy Awards was Iris by The Goo Goo Dolls nominated for but did not win?,Record of the Year and Best Pop Performance by a Duo or Group With Vocal,1999 Grammy Awards,2000 Grammy Awards,2001 Grammy Awards,2002 Grammy Awards,2003 Grammy Awards
76e1ff7d,Which Grammy Award was Black Balloon by The Goo Goo Dolls nominated for but did not win?,Best Pop Performance by a Duo or Group With Vocal,Best Pop Performance by a Duo or Group with Vocal,Record of the Year,Song of the Year,Best Rock Performance by a Duo or Group with Vocal,Best Rock Song
beffc498,Which Grammy Award was the Newsboys' album Not Ashamed nominated for but did not win?,Best Rock/Contemporary Gospel Album,Best Rock Gospel Album,Best Contemporary Christian Music Album,Best Pop/Contemporary Gospel Album,Best Gospel Performance/Song,Best Contemporary Christian Music Performance/Song
c1ae55dc,Which Grammy Award was the Newsboys' album Take Me To Your Leader nominated for but did not win?,Best Rock Gospel Album,Best Rock Gospel Album,Best Pop/Contemporary Gospel Album,Best Contemporary Christian Music Album,Best Gospel Performance/Song,Best Short Form Music Video
bab7d2c3,Which Grammy Award was the Newsboy's album Adoration: The Worship Album nominated for but did not win?,Best Pop/Contemporary Gospel Album,Best Pop/Contemporary Gospel Album,Best Contemporary Christian Music Album,Best Gospel Performance/Song,Best Contemporary Christian Music Performance/Song,Best Rock Gospel Album
00abdc69,Which Gibb brother was not a member of the Bee Gees?,Andy Gibb,Andy Gibb,Barry Gibb,Maurice Gibb,Robin Gibb,Hugh Gibb
4fe07c2a,Which Jonas Brother is not yet in his thirties?,Nick Jonas,Nick Jonas,Joe Jonas,,,
3686ddfa,Which member of the Bee Gees has not passed away?,Barry Gibb,Barry Gibb,Robin Gibb,Maurice Gibb,,
f28f2b12,Which member of the Bee Gees was not a twin?,Barry Gibb,Barry Gibb,Robin Gibb,Maurice Gibb,Andy Gibb,Vince Melouney
c5489bf8,"Which Grammy Award was Billy Idol's ""Cradle of Love"" nominated for but did not win?",Best Male Rock Vocal Performance - 1991,Best Male Rock Vocal Performance,Best Rock Song,"Best Music Video, Short Form",Record of the Year,Song of the Year
5010e750,"Which Grammy Award was Elton John ""Restless"" nominated for but did not win?",Best Male Rock Vocal Performance - 1985,Best Pop Vocal Album,Record of the Year,Song of the Year,Best Male Pop Vocal Performance,Album of the Year
4a9fc543,Which Kendrick Lamar album did not come out in the 2010s?,The Kendrick Lamar (EP),Section.80,"Good Kid, M.A.A.D City",To Pimp a Butterfly,DAMN.,Untitled Unmastered
29f90f39,Which Eminem album was not immediately sold by a major record label?,Infinite,Infinite,The Slim Shady EP,The Marshall Mathers LP 2,Music to Be Murdered By,Kamikaze
e586449a,Which studio Biggie album did not come out while he was still alive?,Life After Death,Life After Death,Born Again,Duets: The Final Chapter,The King & I,Faithfully
304ff2ff,Which Dr. Dre album was not released as scheduled and as rumored?,Detox,Detox,The Chronic 2000,The Planets,The Lost Album,Compton: A Soundtrack by Dr. Dre
e465e786,"What is the name of the first Kanye West album that was released, but was not a part of a school theme?",808s & Heartbreak.,The College Dropout,Late Registration,Graduation,808s & Heartbreak,My Beautiful Dark Twisted Fantasy
4f157c6c,Which member of T. Rex died in 1977?,Marc Bolan,Marc Bolan,Steve Peregrin Took,Mickey Finn,Bill Legend,Gloria Jones
cc711dd1,Which famous female blues artist died of an overdose in 1970?,Janis Joplin,Janis Joplin,Billie Holiday,Mama Cass,Amy Winehouse,Dinah Washington
962ee365,Which member of NSYNC later became a solo singer and had Scarlet Johansson in one of his videos?,Justin Timberlake,Justin Timberlake,Lance Bass,JC Chasez,Joey Fatone,Chris Kirkpatrick
81c2307a,Which member of 30 Seconds to Mars appeared in The Suicide Squad?,Jared Leto,Jared Leto,Margot Robbie,Will Smith,Viola Davis,Joel Kinnaman
57a0bd5e,Who is the singer in Blackpink who came from Thailand?,Lisa,Lisa,Lalisa Manoban,Pranpriya Manoban,Pranpriya Lalisa Manoban,Lalisa Pranpriya Manoban
826e811a,Which UK singer appeared in Game of Thrones in 2017?,Ed Sheeran,Ed Sheeran,Ellie Goulding,Sam Smith,Adele,Harry Styles
d0678516,Who is the guitarist for the indie rock band Fun and a songwriter for other artists?,Jack Antonoff,Jack Antonoff,Andrew Dost,Nate Ruess,Taylor Swift,Lorde
4f870ae4,Which album by Billie Eilish came out in 2021?,Happier Than Ever,Happier Than Ever,No Time to Die,Therefore I Am,Your Power,Lost Cause
72145c0a,Who is the singer in Blackpink who was born in Thailand?,Lisa,Lisa,Lalisa Manoban,Pranpriya Manoban,Pranpriya Lalisa Manoban,Lalisa Pranpriya Manoban
12cfbc52,Which member of the Rolling Stones appeared in the movie Pirates of the Caribbean: At World's End?,Keith Richards,Keith Richards,Johnny Depp,Mick Jagger,Charlie Watts,Ronnie Wood
928b1bdb,Who is a member of both Tool and A Perfect Circle?,Maynard James Keenan,Maynard James Keenan,Danny Carey,Justin Chancellor,Adam Jones,James Iha
d729f32b,Who is a member of both A Perfect Circle and the Smashing Pumpkins?,James Iha,James Iha,Jeff Friedl,Matt McJunkins,Billy Howerdel,Maynard James Keenan
a8189364,Which guitarist was a member of both Modest Mouse and The Smiths?,Johnny Marr,Johnny Marr,Isaac Brock,,,
95edbf7e,"What was the name of the album by MGMT that featured the song ""Kids""?",Oracular Spectacular,Oracular Spectacular,Congratulations,Little Dark Age,MGMT (self-titled),Time to Pretend
ad96d3ed,Which band featured members of Tool and Smashing Pumpkins?,A Perfect Circle,A Perfect Circle,Puscifer,Zwan,Ashes Divide,Failure
c70cbc6b,"Which popular album came out in the year 2006 and featured the song ""Famous Last Words""?",The Black Parade,My Chemical Romance - The Black Parade,Beyoncé - B'Day,Justin Timberlake - FutureSex/LoveSounds,Red Hot Chili Peppers - Stadium Arcadium,Christina Aguilera - Back to Basics
0e304d15,"Who was the past Little Mix member who was born in Romford, England?",Jesy Nelson,Jesy Nelson,Perrie Edwards,Leigh-Anne Pinnock,Jade Thirlwall,Tulisa Contostavlos
d28cdd3e,Which Jonas Brother's album was released in 2006?,It's About Time,"""It's About Time""","""Jonas Brothers""","""A Little Bit Longer""","""Lines, Vines and Trying Times""","""Happiness Begins"""
9806daa5,"Who was the group member of NWA who died in Los Angeles, California?",Eazy-E,Eazy-E,Ice Cube,Dr. Dre,MC Ren,DJ Yella
564f5654,Which NWA member appeared in the Friday trilogy?,Ice Cube,Ice Cube,Chris Tucker,John Witherspoon,Tiny Lister,Mike Epps
6166828d,"Which member of The Wu-Tang Clan passed away in New York City, New York?",ODB,Ol' Dirty Bastard,Inspectah Deck,Raekwon,Ghostface Killah,Method Man
f1956417,Which member of The Firm also starred in Belly?,Nas,Nas,DMX,Method Man,T-Boz,Hassan Johnson
b4fd283d,"Who is the singer of Smashing Pumpkins who was born in Elk Grove Village, IL?",Billy Corgan,Billy Corgan,James Iha,D'arcy Wretzky,Jimmy Chamberlin,Jeff Schroeder
28772773,"Who is the singer for AC/DC, who was born in the United Kingdom?",Brian Johnson,Brian Johnson,Bon Scott,Dave Evans,Mark Evans,Phil Rudd
5d174dbb,"Who is the singer for Slipknot, who was born in Des Moines, IA?",Corey Taylor,Corey Taylor,James Root,Mick Thomson,Craig Jones,Shawn Crahan
1f6ccf1e,Who is the singer born in 1970 who was featured in the movie Glitter?,Mariah Carey,Mariah Carey,Whitney Houston,Celine Dion,Jennifer Lopez,Beyonce
4601818a,Which singer was born in Los Angeles and sings the theme song in James Bond No Time to Die?,Billie Eilish,Billie Eilish,Lana Del Rey,Katy Perry,Halsey,Selena Gomez
163a5e49,Which singer has won 21 Grammys and has his own clothing line called Yeezy?,Kanye,Kanye West,Taylor Swift,Adele,Beyoncé,Jay-Z
688d1821,Which singer is from Canada and had a song featured in the movie Titanic?,Celine Dion,Celine Dion,Bryan Adams,Alanis Morissette,Shania Twain,Michael Bublé
60df9411,Which member of The White Stripes appeared in Walk Hard: The Dewey Cox Story?,Jack White,Jack White,Meg White,Patrick Carney,Brendan Benson,Olivia Jean
90e0ea64,Which member of Linkin Park appeared in Saw 3D?,Chester Bennington,Chester Bennington,Mike Shinoda,Brad Delson,Rob Bourdon,"Dave ""Phoenix"" Farrell"
67d16c40,Which member of the Red Hot Chili Peppers appeared in Point Break?,Anthony Kiedis,Anthony Kiedis,Flea,Chad Smith,John Frusciante,Josh Klinghoffer
39664357,Which member of Soundgarden appeared in Singles from 1994?,Chris Cornell,Chris Cornell,Kim Thayil,Matt Cameron,Ben Shepherd,Hiro Yamamoto
cad32f24,"Which famous guitarist was part of the Yardbirds, Bluesbreakers, Cream, and Blind Faith?",Eric Clapton,Eric Clapton,Jeff Beck,Jimmy Page,Peter Green,Mick Taylor
7d0e681e,Which member of The Beatles replaced Pete Best?,Ringo Starr,Ringo Starr,George Harrison,John Lennon,Paul McCartney,Stuart Sutcliffe
da6c41d5,Which member of The Beatles replaced Stu Sutcliffe?,Paul McCartney,Paul McCartney,George Harrison,Ringo Starr,Pete Best,John Lennon
d180f4cc,Which member of the Avengers had a brief stint as a pop star?,Brie Larson,Tony Stark,Natasha Romanoff,Clint Barton,Steve Rogers,Thor Odinson
635b43a9,"Before Phil Collins, who was the lead singer of Genesis?",Peter Gabriel,Peter Gabriel,Ray Wilson,Anthony Phillips,John Silver,Chris Stewart
a0ab99e3,"Which video beat ""Thriller"" for Video of the Year at the first-ever MTV Video Music Awards?","The Cars, ""You Might Think""","The Cars - ""You Might Think""","Don Henley - ""The Boys of Summer""","Dire Straits - ""Money for Nothing""","a-ha - ""Take On Me""","Madonna - ""Borderline"""
382f0a2e,Which member of The Black Eyed Peas appeared in the movie Poseidon?,Fergie,Fergie,will.i.am,apl.de.ap,Taboo,None of them
3c0dab8e,Which member of Destiny's Child appeared in the movie Dreamgirls?,Beyonce,Beyoncé,Jennifer Hudson,Anika Noni Rose,Kelly Rowland,Michelle Williams
ae2c4983,Which member of NSYNC appeared in the movie The Social Network?,Justin Timberlake,Justin Timberlake,Lance Bass,JC Chasez,Joey Fatone,Chris Kirkpatrick
e44a2b44,Which singer sang Umbrella who is also from Barbados?,Rihanna,Rihanna,Shontelle,Livvi Franc,Hal Linton,Jaicko
9817e41b,Which musician appeared in the movie Den of Thieves and is also a businessman?,50 Cent,50 Cent,Ice Cube,Jay-Z,Will Smith,Justin Timberlake
1f5e0dbd,Which rapper is Beyoncé's husband and the richest rapper in the world?,Jay Z,Jay-Z,Shawn Carter,Hov,Jigga,Mr. Beyoncé
37b2c4ea,Which musician recorded with both The Beatles and Wings?,Paul McCartney,Paul McCartney,John Lennon,George Harrison,Ringo Starr,Linda McCartney
a9a63538,Which artist both performed Me and Bobby McGee and also acted in the movie Blade?,Kris Kristofferson,Kris Kristofferson,Janis Joplin,Jessica Biel,Wesley Snipes,Ryan Reynolds
d2b9d0dd,Which artist sang Party all the Time and was a stand-up comedian?,Eddie Murphy,Eddie Murphy,Rick James,Bill Murray,Jamie Foxx,Chris Rock
6a45f064,Which Senses Fail album came out in 2004?,Let It Enfold you,Let It Enfold You,From the Depths of Dreams EP,The Fire,Still Searching,Life Is Not a Waiting Room
b0f0b057,Which My Chemical Romance album came out in 2002?,"I Brought You My Bullets, You Brought Me Your Love","I Brought You My Bullets, You Brought Me Your Love",Three Cheers for Sweet Revenge,The Black Parade,Danger Days: The True Lives of the Fabulous Killjoys,Conventional Weapons
a23cd2ed,Which Weezer member left the band in 1993?,Jason Cropper?,Jason Cropper,Matt Sharp,Mikey Welsh,Pat Wilson,Brian Bell
